1	0.0
2	0.6931471805599453
3	1.791759469228055
4	3.1780538303479453
5	4.787491742782046
6	6.579251212010101
7	8.525161361065415
8	10.60460290274525
9	12.80182748008147
10	15.104412573075518
11	17.502307845873887
12	19.98721449566189
13	22.552163853123425
14	25.191221182738683
15	27.899271383840894
16	30.671860106080675
17	33.50507345013689
18	36.39544520803305
19	39.339884187199495
20	42.335616460753485
21	45.38013889847691
22	48.47118135183523
23	51.60667556776438
24	54.784729398112326
25	58.003605222980525
26	61.26170176100201
27	64.55753862700634
28	67.88974313718154
29	71.25703896716801
30	74.65823634883017
31	78.09222355331532
32	81.55795945611504
33	85.05446701758153
34	88.5808275421977
35	92.13617560368711
36	95.71969454214322
37	99.33061245478744
38	102.96819861451382
39	106.63176026064347
40	110.3206397147574
41	114.0342117814617
42	117.77188139974507
43	121.53308151543864
44	125.3172711493569
45	129.12393363912722
46	132.95257503561632
47	136.80272263732638
48	140.67392364823428
49	144.5657439463449
50	148.47776695177305
51	152.40959258449737
52	156.3608363030788
53	160.33112821663093
54	164.3201122631952
55	168.32744544842768
56	172.35279713916282
57	176.39584840699737
58	180.45629141754378
59	184.5338288614495
60	188.6281734236716
61	192.7390472878449
62	196.86618167288998
63	201.00931639928152
64	205.1681994826412
65	209.34258675253685
66	213.53224149456327
67	217.73693411395422
68	221.95644181913033
69	226.1905483237276
70	230.43904356577696
71	234.70172344281826
72	238.97838956183432
73	243.2688490029827
74	247.57291409618688
75	251.8904022097232
76	256.22113555000954
77	260.5649409718632
78	264.92164979855283
79	269.29109765101987
80	273.67312428569375
81	278.0675734403662
82	282.47429268763045
83	286.89313329542705
84	291.32395009427034
85	295.76660135076065
86	300.22094864701415
87	304.6868567656687
88	309.16419358014696
89	313.6528299498791
90	318.15263962020936
91	322.6634991267262
92	327.18528770377526
93	331.71788719692853
94	336.2611819791985
95	340.8150588707991
96	345.3794070622669
97	349.9541180407703
98	354.5390855194409
99	359.1342053695755
100	363.7393755555636
101	368.35449607240486
102	372.97946888568913
103	377.6141978739188
104	382.2585887730602
105	386.91254912321773
106	391.5759882173298
107	396.24881705179166
108	400.9309482789159
109	405.622296161145
110	410.32277652693745
111	415.0323067282498
112	419.7508055995449
113	424.4781934182572
114	429.2143918666517
115	433.9593239950149
116	438.7129141861213
117	443.47508812091905
118	448.2457727453847
119	453.02489623849624
120	457.8123879812783
121	462.608178526875
122	467.41219957160826
123	472.2243839269807
124	477.04466549258575
125	481.8729792298881
126	486.70926113683953
127	491.5534482232981
128	496.40547848721775
129	501.2652908915794
130	506.132825342035
131	511.0080226652362
132	515.8908245878225
133	520.7811737160442
134	525.6790135159952
135	530.5842882944336
136	535.4969431801696
137	540.4169241059977
138	545.344177791155
139	550.2786517242856
140	555.220294146895
141	560.1690540372731
142	565.1248810948744
143	570.0877257251343
144	575.0575390247103
145	580.0342727671309
146	585.0178793888392
147	590.008311975618
148	595.0055242493821
149	600.0094705553275
150	605.0201058494238
151	610.0373856862387
152	615.061266207085
153	620.0917041284775
154	625.1286567308912
